Symbol,Pattern,NTIS Intraday Score,Intraday Probability %,Confidence,Final Bias,Snapshot Time,Signal Strength
KAYNES,Fresh Long Buildup,0,60,MEDIUM,NEUTRAL,09:41:32,STABLE
RECLTD,Fresh Long Buildup,0,60,MEDIUM,NEUTRAL,09:41:32,STABLE
HINDALCO,Fresh Long Buildup,0,60,MEDIUM,NEUTRAL,09:41:32,STABLE
INDHOTEL,Fresh Long Buildup,0,60,MEDIUM,NEUTRAL,09:41:32,STABLE
ADANIPORTS,Fresh Long Buildup,0,60,MEDIUM,NEUTRAL,09:41:32,STABLE
MARUTI,Fresh Long Buildup,0,60,MEDIUM,NEUTRAL,09:41:32,STABLE
HAL,Fresh Long Buildup,0,60,MEDIUM,NEUTRAL,09:41:32,STABLE
HINDUNILVR,Fresh Long Buildup,0,60,MEDIUM,NEUTRAL,09:41:32,STABLE
HCLTECH,Fresh Long Buildup,0,60,MEDIUM,NEUTRAL,09:41:32,STABLE
DALBHARAT,Fresh Long Buildup,0,60,MEDIUM,NEUTRAL,09:41:32,STABLE
BIOCON,Fresh Long Buildup,0,60,MEDIUM,NEUTRAL,09:41:32,STABLE
TITAN,Fresh Long Buildup,0,60,MEDIUM,NEUTRAL,09:41:32,STABLE
OFSS,Fresh Long Buildup,0,60,MEDIUM,NEUTRAL,09:41:32,STABLE
TATASTEEL,Fresh Long Buildup,0,60,MEDIUM,NEUTRAL,09:41:32,STABLE
BAJAJ-AUTO,Fresh Long Buildup,0,60,MEDIUM,NEUTRAL,09:41:32,STABLE
FEDERALBNK,Fresh Long Buildup,0,60,MEDIUM,NEUTRAL,09:41:32,STABLE
PATANJALI,Fresh Long Buildup,0,60,MEDIUM,NEUTRAL,09:41:32,STABLE
DRREDDY,Fresh Long Buildup,0,60,MEDIUM,NEUTRAL,09:41:32,STABLE
PAYTM,Fresh Long Buildup,0,60,MEDIUM,NEUTRAL,09:41:32,STABLE
GVT&D,Fresh Long Buildup,0,60,MEDIUM,NEUTRAL,09:41:32,STABLE
PFC,Fresh Long Buildup,0,60,MEDIUM,NEUTRAL,09:41:32,STABLE
DABUR,Fresh Long Buildup,0,60,MEDIUM,NEUTRAL,09:41:32,STABLE
LICHSGFIN,Fresh Long Buildup,0,60,MEDIUM,NEUTRAL,09:41:32,STABLE
DMART,Fresh Long Buildup,0,60,MEDIUM,NEUTRAL,09:41:32,STABLE
SRF,Fresh Long Buildup,0,60,MEDIUM,NEUTRAL,09:41:32,STABLE
SWIGGY,Fresh Long Buildup,0,60,MEDIUM,NEUTRAL,09:41:32,STABLE
SOLARINDS,Fresh Long Buildup,0,60,MEDIUM,NEUTRAL,09:41:32,STABLE
NMDC,Fresh Long Buildup,0,60,MEDIUM,NEUTRAL,09:41:32,STABLE
TATACONSUM,Fresh Long Buildup,0,60,MEDIUM,NEUTRAL,09:41:32,STABLE
HAVELLS,Short Covering,0,55,MEDIUM,NEUTRAL,09:41:32,STABLE
LICI,Short Covering,10,55,MEDIUM,NEUTRAL,09:41:32,STABLE
POWERINDIA,Short Covering,20,55,MEDIUM,NEUTRAL,09:41:32,STABLE
JSWENERGY,Short Covering,0,55,MEDIUM,NEUTRAL,09:41:32,STABLE
KEI,Short Covering,0,55,MEDIUM,NEUTRAL,09:41:32,STABLE
TECHM,Short Covering,0,55,MEDIUM,NEUTRAL,09:41:32,STABLE
CAMS,Short Covering,0,55,MEDIUM,NEUTRAL,09:41:32,STABLE
PETRONET,Short Covering,0,55,MEDIUM,NEUTRAL,09:41:32,STABLE
WAAREEENER,Short Covering,0,55,MEDIUM,NEUTRAL,09:41:32,STABLE
NBCC,Short Covering,20,55,MEDIUM,NEUTRAL,09:41:32,STABLE
MUTHOOTFIN,Short Covering,20,55,MEDIUM,NEUTRAL,09:41:32,STABLE
BANKBARODA,Short Covering,20,55,MEDIUM,NEUTRAL,09:41:32,STABLE
BANKINDIA,Short Covering,20,55,MEDIUM,NEUTRAL,09:41:32,STABLE
INDIANB,Short Covering,20,55,MEDIUM,NEUTRAL,09:41:32,STABLE
MAZDOCK,Short Covering,20,55,MEDIUM,NEUTRAL,09:41:32,STABLE
JUBLFOOD,Short Covering,20,55,MEDIUM,NEUTRAL,09:41:32,STABLE
MANAPPURAM,Short Covering,20,55,MEDIUM,NEUTRAL,09:41:32,STABLE
LODHA,Short Covering,20,55,MEDIUM,NEUTRAL,09:41:32,STABLE
TMPV,Short Covering,20,55,MEDIUM,NEUTRAL,09:41:32,STABLE
AMBER,Short Covering,20,55,MEDIUM,NEUTRAL,09:41:32,STABLE
PERSISTENT,Short Covering,20,55,MEDIUM,NEUTRAL,09:41:32,STABLE
HDFCLIFE,Short Covering,20,55,MEDIUM,NEUTRAL,09:41:32,STABLE
HDFCAMC,Short Covering,20,55,MEDIUM,NEUTRAL,09:41:32,STABLE
MIDCPNIFTY,Short Covering,0,55,MEDIUM,NEUTRAL,09:41:32,STABLE
NHPC,Short Covering,0,55,MEDIUM,NEUTRAL,09:41:32,STABLE
POLYCAB,Short Covering,20,55,MEDIUM,NEUTRAL,09:41:32,STABLE
ADANIENT,Short Covering,20,55,MEDIUM,NEUTRAL,09:41:32,STABLE
BHEL,Short Covering,20,55,MEDIUM,NEUTRAL,09:41:32,STABLE
OBEROIRLTY,Short Covering,20,55,MEDIUM,NEUTRAL,09:41:32,STABLE
DIXON,Short Covering,20,55,MEDIUM,NEUTRAL,09:41:32,STABLE
BDL,Short Covering,20,55,MEDIUM,NEUTRAL,09:41:32,STABLE
CANBK,Short Covering,20,55,MEDIUM,NEUTRAL,09:41:32,STABLE
INDUSINDBK,Short Covering,20,55,MEDIUM,NEUTRAL,09:41:32,STABLE
PRESTIGE,Short Covering,20,55,MEDIUM,NEUTRAL,09:41:32,STABLE
GODREJPROP,Short Covering,20,55,MEDIUM,NEUTRAL,09:41:32,STABLE
TIINDIA,Short Covering,20,55,MEDIUM,NEUTRAL,09:41:32,STABLE
FORCEMOT,Short Covering,20,55,MEDIUM,NEUTRAL,09:41:32,STABLE
NTPC,Short Covering,20,55,MEDIUM,NEUTRAL,09:41:32,STABLE
LT,Short Covering,20,55,MEDIUM,NEUTRAL,09:41:32,STABLE
TRENT,Short Covering,20,55,MEDIUM,NEUTRAL,09:41:32,STABLE
PIDILITIND,Short Covering,20,55,MEDIUM,NEUTRAL,09:41:32,STABLE
IRFC,Short Covering,0,55,MEDIUM,NEUTRAL,09:41:32,STABLE
IDEA,Short Covering,0,55,MEDIUM,NEUTRAL,09:41:32,STABLE
BANKNIFTY,Short Covering,0,55,MEDIUM,NEUTRAL,09:41:32,STABLE
YESBANK,Short Covering,0,55,MEDIUM,NEUTRAL,09:41:32,STABLE
INFY,Short Covering,0,55,MEDIUM,NEUTRAL,09:41:32,STABLE
COFORGE,Short Covering,0,55,MEDIUM,NEUTRAL,09:41:32,STABLE
INOXWIND,Short Covering,0,55,MEDIUM,NEUTRAL,09:41:32,STABLE
FINNIFTY,Short Covering,0,55,MEDIUM,NEUTRAL,09:41:32,STABLE
PAGEIND,Short Covering,0,55,MEDIUM,NEUTRAL,09:41:32,STABLE
HYUNDAI,Short Covering,0,55,MEDIUM,NEUTRAL,09:41:32,STABLE
SUZLON,Short Covering,0,55,MEDIUM,NEUTRAL,09:41:32,STABLE
COCHINSHIP,Short Covering,0,55,MEDIUM,NEUTRAL,09:41:32,STABLE
SAIL,Short Covering,0,55,MEDIUM,NEUTRAL,09:41:32,STABLE
SBILIFE,Short Covering,0,55,MEDIUM,NEUTRAL,09:41:32,STABLE
WIPRO,Short Covering,0,55,MEDIUM,NEUTRAL,09:41:32,STABLE
GAIL,Short Covering,0,55,MEDIUM,NEUTRAL,09:41:32,STABLE
TATAELXSI,Short Covering,0,55,MEDIUM,NEUTRAL,09:41:32,STABLE
NIFTY,Short Covering,0,55,MEDIUM,NEUTRAL,09:41:32,STABLE
RVNL,Short Covering,0,55,MEDIUM,NEUTRAL,09:41:32,STABLE
BANDHANBNK,Short Covering,0,55,MEDIUM,NEUTRAL,09:41:32,STABLE
TATAPOWER,Short Covering,0,55,MEDIUM,NEUTRAL,09:41:32,STABLE
BEL,Short Covering,0,55,MEDIUM,NEUTRAL,09:41:32,STABLE
PHOENIXLTD,Short Covering,0,55,MEDIUM,NEUTRAL,09:41:32,STABLE
SENSEX50,Neutral,0,35,LOW,SELL,09:41:32,WEAK
BANKEX,Neutral,0,35,LOW,SELL,09:41:32,WEAK
IDFCFIRSTB,Neutral,0,35,LOW,SELL,09:41:32,WEAK
ITC,Neutral,0,35,LOW,SELL,09:41:32,WEAK
FOCIT,Neutral,0,35,LOW,SELL,09:41:32,WEAK
AXISBANK,Neutral,0,35,LOW,SELL,09:41:32,WEAK
NYKAA,Short Buildup,15,20,LOW,SELL,09:41:32,WEAK
BSE,Short Buildup,20,20,LOW,SELL,09:41:32,WEAK
ONGC,Short Buildup,20,20,LOW,SELL,09:41:32,WEAK
MCX,Short Buildup,0,20,LOW,SELL,09:41:32,WEAK
APOLLOHOSP,Short Buildup,0,20,LOW,SELL,09:41:32,WEAK
OIL,Short Buildup,0,20,LOW,SELL,09:41:32,WEAK
ANGELONE,Short Buildup,0,20,LOW,SELL,09:41:32,WEAK
FORTIS,Short Buildup,0,20,LOW,SELL,09:41:32,WEAK
SUNPHARMA,Short Buildup,0,20,LOW,SELL,09:41:32,WEAK
CIPLA,Short Buildup,0,20,LOW,SELL,09:41:32,WEAK
TORNTPHARM,Short Buildup,0,20,LOW,SELL,09:41:32,WEAK
LUPIN,Short Buildup,0,20,LOW,SELL,09:41:32,WEAK
ZYDUSLIFE,Short Buildup,0,20,LOW,SELL,09:41:32,WEAK
ALKEM,Short Buildup,0,20,LOW,SELL,09:41:32,WEAK
HDFCBANK,Short Buildup,0,20,LOW,SELL,09:41:32,WEAK
SUPREMEIND,Short Buildup,0,20,LOW,SELL,09:41:32,WEAK
MARICO,Short Buildup,0,20,LOW,SELL,09:41:32,WEAK
GLENMARK,Short Buildup,0,20,LOW,SELL,09:41:32,WEAK
MAXHEALTH,Short Buildup,0,20,LOW,SELL,09:41:32,WEAK
DIVISLAB,Short Buildup,0,20,LOW,SELL,09:41:32,WEAK
PIIND,Short Buildup,0,20,LOW,SELL,09:41:32,WEAK
TCS,Short Buildup,0,20,LOW,SELL,09:41:32,WEAK
VMM,Short Buildup,0,20,LOW,SELL,09:41:32,WEAK
BRITANNIA,Short Buildup,0,20,LOW,SELL,09:41:32,WEAK
DELHIVERY,Short Buildup,0,20,LOW,SELL,09:41:32,WEAK
UPL,Short Buildup,0,20,LOW,SELL,09:41:32,WEAK
AUROPHARMA,Short Buildup,0,20,LOW,SELL,09:41:32,WEAK
ASTRAL,Short Buildup,0,20,LOW,SELL,09:41:32,WEAK
UNITDSPR,Short Buildup,0,20,LOW,SELL,09:41:32,WEAK
COALINDIA,Short Buildup,0,20,LOW,SELL,09:41:32,WEAK
KALYANKJIL,Long Unwinding,0,15,LOW,SELL,09:41:32,WEAK
KPITTECH,Long Unwinding,0,15,LOW,SELL,09:41:32,WEAK
APLAPOLLO,Long Unwinding,0,15,LOW,SELL,09:41:32,WEAK
GODFRYPHLP,Long Unwinding,0,15,LOW,SELL,09:41:32,WEAK
PREMIERENE,Long Unwinding,0,15,LOW,SELL,09:41:32,WEAK
