Symbol,ATM Straddle %,Open,High,Low,Close,Price Chg,Price Chg %,IV Chg,IV Chg %,OI Chg,OI Chg %,PCR Chg,PCR Chg %,Tot CE OI Chg,Tot CE OI Chg %,Tot PE OI Chg,Tot PE OI Chg %,Tot PE-CE OI Chg,Report_Type,Source_File,Exported data,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Price,Price Chg%,Fut OI,Fut OI Chg,Fut OI Chg %,PCR,Strike,Call OI,Call OI Chg,Put OI,Put OI Chg,Dist. From Strike %,Fut Buildup,Sector Name,Adv/ Dec/ Unchg,Price chg (%),Volume chg (%),OI chg (%),Rollover (%),Buildup,Tol CE OI Chg,Tol PE OI Chg,Tol PE-CE OI Chg,Tol PE-CE OI Chg %,Price chg,OI,OI chg,OI Chg (Value),Volume,Volume Chg (%)
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,TIINDIA,2726.3,23.3,0.86,2118800,1600,0.08,0.81,35.29,-3.02,15.40 - 51.23,35.48 / 32.95 / 32.56,55.51,73.98,-0.54,7.1,8.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,TITAN,4866.4,6.2,0.13,5600000,-1750,-0.03,0.75,22.28,2.48,7.46 - 38.76,16.16 / 17.34 / 20.24,47.35,67.89,37.87,28.49,10.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,TMPV,337.8,2.35,0.7,77486400,123200,0.16,0.83,31.96,0.16,15.47 - 44.77,23.24 / 26.68 / 26.82,56.28,65.61,37.52,19.79,19.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,TORNTPHARM,5003,105.4,2.15,3970625,3875,0.1,0.64,26.19,-9.6,10.90 - 56.54,48.60 / 36.00 / 31.45,33.5,80.08,-46.11,-27.25,-16.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,TRENT,3022.4,10.8,0.36,10966725,3375,0.03,0.78,31.34,1.42,16.48 - 59.18,26.76 / 57.61 / 50.24,34.8,71.14,17.12,-45.6,-37.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,TVSMOTOR,4250,30.5,0.72,10212475,61775,0.61,0.93,26.63,5.51,14.16 - 41.67,40.64 / 37.70 / 37.91,45.33,67.89,-34.47,-29.36,-29.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,ULTRACEMCO,11919,41,0.35,1706800,250,0.01,0.57,18.5,-1.07,12.30 - 47.01,20.30 / 25.41 / 23.06,17.86,37.4,-8.87,-27.19,-19.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,UNIONBANK,171.9,0.55,0.32,119143125,30975,0.03,0.92,30.36,2.46,12.77 - 48.98,38.62 / 51.89 / 42.97,48.58,50.41,-21.39,-41.49,-29.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,UNITDSPR,1530.9,-4,-0.26,8004400,26800,0.34,0.93,21.32,1.67,16.23 - 37.59,22.99 / 26.97 / 30.23,23.83,33.33,-7.26,-20.95,-29.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,UNOMINDA,1182.6,3.8,0.32,4413750,1100,0.02,0.79,37.39,2.19,13.16 - 45.98,22.45 / 22.16 / 28.34,73.83,80.89,66.55,68.73,31.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,UPL,606.5,0.45,0.07,30438720,9485,0.03,0.85,31.89,1.21,13.55 - 62.38,26.61 / 36.38 / 36.75,37.56,82.93,19.84,-12.34,-13.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,VBL,450.4,-1.6,-0.35,52609050,3825,0.01,0.51,27.24,0.67,12.54 - 58.48,56.10 / 45.06 / 39.61,32,47.15,-51.44,-39.55,-31.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,VEDL,265.8,-2.1,-0.78,49552350,56350,0.11,0.55,31.24,-3.73,0.41 - 51.01,32.75 / 30.18 / 42.37,60.93,48.37,-4.61,3.51,-26.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,VMM,108.44,-0.02,-0.02,42709100,58200,0.14,0.54,29.26,5.48,25.31 - 62.92,29.66 / 26.00 / 28.97,10.5,13.41,-1.35,12.54,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,VOLTAS,1349.4,12.1,0.9,7272000,11625,0.16,1.31,32.11,-2.87,16.09 - 53.68,31.64 / 34.66 / 30.46,42.62,67.89,1.49,-7.36,5.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,WAAREEENER,2598.5,10.1,0.39,7714875,23275,0.3,0.55,32.78,2.18,20.66 - 65.89,36.13 / 30.85 / 32.08,26.8,27.27,-9.27,6.26,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,WIPRO,181.69,-5.4,-2.89,236139000,1038000,0.44,0.62,28.33,7.43,13.16 - 41.85,18.08 / 20.50 / 25.12,52.88,68.7,56.69,38.2,12.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,YESBANK,22.63,0.03,0.13,1194613200,404300,0.03,0.63,27.17,1.8,11.97 - 43.39,20.98 / 20.80 / 25.23,48.38,43.9,29.5,30.63,7.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,ZYDUSLIFE,1128.8,7.1,0.63,9788400,900,0.01,0.72,27.68,1.65,13.77 - 38.88,19.54 / 25.41 / 24.69,55.4,84.55,41.66,8.93,12.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIIND,,,,,,-6.4,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,,,,,,,,,,,,,,,,,,2765.0,-0.23,15722.0,17.0,0.11,0.85,2700.0,643.0,0.0,0.0,,2.41,SB,,,,,,,,,,,,,,,,,
AMBUJACEM,,,,,,4.25,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,,,,,,,,,,,,,,,,,,440.25,0.97,65734.0,39.0,0.06,0.75,430.0,2126.0,-3.0,675.0,6.0,2.38,LB,,,,,,,,,,,,,,,,,
TMPV,,,,,,2.35,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,,,,,,,,,,,,,,,,,,337.8,0.7,48429.0,77.0,0.16,0.83,330.0,2014.0,-11.0,1897.0,0.0,2.36,LB,,,,,,,,,,,,,,,,,
KAYNES,,,,,,44.2,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,,,,,,,,,,,,,,,,,,3680.0,1.22,25287.0,-18.0,-0.07,0.59,3600.0,1610.0,-39.0,652.0,17.0,2.22,SC,,,,,,,,,,,,,,,,,
UNITDSPR,,,,,,-4.0,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,,,,,,,,,,,,,,,,,,1530.9,-0.26,20011.0,67.0,0.34,0.93,1500.0,944.0,2.0,886.0,-4.0,2.06,SB,,,,,,,,,,,,,,,,,
TECHM,,,,,,-30.9,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,,,,,,,,,,,,,,,,,,1629.1,-1.86,30379.0,15.0,0.05,0.64,1600.0,3192.0,-5.0,826.0,-19.0,1.82,SB,,,,,,,,,,,,,,,,,
NIFTY,,,,,,70.3,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,,,,,,,,,,,,,,,,,,24428.3,0.29,202882.0,118.0,0.06,1.15,24000.0,96256.0,-256.0,124293.0,1905.0,1.78,LB,,,,,,,,,,,,,,,,,
INFY,,,,,,-37.5,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,,,,,,,,,,,,,,,,,,1119.0,-3.24,222937.0,1482.0,0.67,0.99,1100.0,11866.0,2.0,10580.0,-324.0,1.73,SB,,,,,,,,,,,,,,,,,
NATIONALUM,,,,,,6.1,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,,,,,,,,,,,,,,,,,,356.0,1.74,24158.0,32.0,0.13,0.78,350.0,2491.0,-57.0,872.0,17.0,1.71,LB,,,,,,,,,,,,,,,,,
ABCAPITAL,,,,,,10.9,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,,,,,,,,,,,,,,,,,,406.75,2.75,11027.0,83.0,0.76,0.82,400.0,493.0,-10.0,267.0,6.0,1.69,LB,,,,,,,,,,,,,,,,,
SENSEX,,,,,,172.45,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,,,,,,,,,,,,,,,,,,78282.45,0.22,1646.0,38.0,2.36,1.49,77000.0,1515.0,13.0,1563.0,1.0,1.67,LB,,,,,,,,,,,,,,,,,
M&M,,,,,,45.7,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,,,,,,,,,,,,,,,,,,3343.1,1.39,68503.0,834.0,1.23,0.78,3300.0,4710.0,218.0,1554.0,136.0,1.31,LB,,,,,,,,,,,,,,,,,
MARUTI,,,,,,102.0,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,,,,,,,,,,,,,,,,,,14172.0,0.72,42433.0,414.0,0.99,0.78,14000.0,4037.0,7.0,1002.0,41.0,1.23,LB,,,,,,,,,,,,,,,,,
TVSMOTOR,,,,,,30.5,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,,,,,,,,,,,,,,,,,,4250.0,0.72,58357.0,353.0,0.61,0.93,4200.0,1476.0,-104.0,866.0,18.0,1.19,LB,,,,,,,,,,,,,,,,,
INDUSINDBK,,,,,,-2.85,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,,,,,,,,,,,,,,,,,,1011.05,-0.28,48848.0,8.0,0.02,0.79,1000.0,1406.0,0.0,1846.0,-16.0,1.11,SB,,,,,,,,,,,,,,,,,
CROMPTON,,,,,,1.25,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,,,,,,,,,,,,,,,,,,262.8,0.48,27036.0,3.0,0.01,0.53,260.0,868.0,33.0,302.0,13.0,1.08,LB,,,,,,,,,,,,,,,,,
UPL,,,,,,0.45,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,,,,,,,,,,,,,,,,,,606.5,0.07,22464.0,7.0,0.03,0.85,600.0,508.0,0.0,0.0,,1.08,LB,,,,,,,,,,,,,,,,,
SUNPHARMA,,,,,,12.0,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,,,,,,,,,,,,,,,,,,2019.1,0.6,39827.0,41.0,0.1,0.78,2000.0,3161.0,-32.0,1063.0,24.0,0.96,LB,,,,,,,,,,,,,,,,,
ASHOKLEY,,,,,,2.14,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,,,,,,,,,,,,,,,,,,161.37,1.34,29625.0,76.0,0.26,1.01,160.0,1476.0,36.0,910.0,-3.0,0.86,LB,,,,,,,,,,,,,,,,,
COCHINSHIP,,,,,,4.7,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,,,,,,,,,,,,,,,,,,1411.7,0.33,14270.0,3.0,0.02,0.68,1400.0,1269.0,-3.0,697.0,2.0,0.84,LB,,,,,,,,,,,,,,,,,
PGEL,,,,,,8.05,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,,,,,,,,,,,,,,,,,,624.8,1.31,11275.0,-14.0,-0.12,0.87,620.0,902.0,-6.0,66.0,2.0,0.77,SC,,,,,,,,,,,,,,,,,
POLYCAB,,,,,,115.5,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,,,,,,,,,,,,,,,,,,9062.0,1.29,18730.0,-89.0,-0.47,0.59,9000.0,1347.0,-109.0,1178.0,0.0,0.69,SC,,,,,,,,,,,,,,,,,
BHEL,,,,,,7.25,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,,,,,,,,,,,,,,,,,,412.4,1.79,30609.0,-70.0,-0.23,0.57,410.0,1713.0,19.0,608.0,7.0,0.59,SC,,,,,,,,,,,,,,,,,
BLUESTARCO,,,,,,7.7,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,,,,,,,,,,,,,,,,,,1707.8,0.45,9530.0,5.0,0.05,1.12,1700.0,226.0,2.0,75.0,1.0,0.46,LB,,,,,,,,,,,,,,,,,
POLICYBZR,,,,,,9.0,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,,,,,,,,,,,,,,,,,,1607.1,0.56,26475.0,6.0,0.02,0.75,1600.0,800.0,2.0,0.0,,0.44,LB,,,,,,,,,,,,,,,,,
INDHOTEL,,,,,,1.55,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,,,,,,,,,,,,,,,,,,752.85,0.21,21120.0,32.0,0.15,0.62,750.0,880.0,1.0,277.0,2.0,0.38,LB,,,,,,,,,,,,,,,,,
SAIL,,,,,,1.24,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,,,,,,,,,,,,,,,,,,170.61,0.73,38416.0,31.0,0.08,0.62,170.0,855.0,-10.0,0.0,,0.36,LB,,,,,,,,,,,,,,,,,
SHRIRAMFIN,,,,,,13.2,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,,,,,,,,,,,,,,,,,,1043.0,1.28,32880.0,81.0,0.25,0.5,1040.0,2019.0,-7.0,587.0,-6.0,0.29,LB,,,,,,,,,,,,,,,,,
CHOLAFIN,,,,,,26.0,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,,,,,,,,,,,,,,,,,,1804.9,1.46,20249.0,-6.0,-0.03,0.56,1800.0,986.0,-76.0,440.0,3.0,0.27,SC,,,,,,,,,,,,,,,,,
DLF,,,,,,3.5,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,,,,,,,,,,,,,,,,,,661.25,0.53,49355.0,5.0,0.01,0.74,660.0,1636.0,19.0,770.0,4.0,0.19,LB,,,,,,,,,,,,,,,,,
RELIANCE,,,,,,5.5,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,,,,,,,,,,,,,,,,,,1302.5,0.42,207948.0,-37.0,-0.02,0.85,1300.0,20563.0,-265.0,10161.0,-4.0,0.19,SC,,,,,,,,,,,,,,,,,
BAJAJ-AUTO,,,,,,25.0,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,,,,,,,,,,,,,,,,,,11520.0,0.22,25896.0,26.0,0.1,1.47,11500.0,1918.0,39.0,683.0,-17.0,0.17,LB,,,,,,,,,,,,,,,,,
KEI,,,,,,92.0,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,,,,,,,,,,,,,,,,,,4907.0,1.91,11414.0,13.0,0.11,0.68,4900.0,381.0,5.0,0.0,,0.14,LB,,,,,,,,,,,,,,,,,
FINNIFTY,,,,,,193.4,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,,,,,,,,,,,,,,,,,,26534.2,0.73,488.0,2.0,0.41,0.9,26500.0,490.0,-148.0,217.0,-31.0,0.13,LB,,,,,,,,,,,,,,,,,
TORNTPHARM,,,,,,105.4,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,,,,,,,,,,,,,,,,,,5003.0,2.15,31765.0,31.0,0.1,0.64,5000.0,1492.0,-34.0,583.0,44.0,0.06,LB,,,,,,,,,,,,,,,,,
LTF,,,,,,3.9,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,,,,,,,,,,,,,,,,,,309.8,1.27,22080.0,13.0,0.06,0.79,310.0,796.0,-21.0,468.0,-1.0,-0.06,LB,,,,,,,,,,,,,,,,,
AMBER,,,,,,56.0,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,,,,,,,,,,,,,,,,,,7492.0,0.75,12429.0,-3.0,-0.02,1.19,7500.0,1860.0,-3.0,0.0,,-0.11,SC,,,,,,,,,,,,,,,,,
PETRONET,,,,,,-0.95,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,,,,,,,,,,,,,,,,,,279.45,-0.34,16745.0,4.0,0.02,1.22,280.0,1111.0,0.0,0.0,,-0.2,SB,,,,,,,,,,,,,,,,,
ULTRACEMCO,,,,,,41.0,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,,,,,,,,,,,,,,,,,,11919.0,0.35,34136.0,5.0,0.01,0.57,11960.0,2262.0,3.0,72.0,-1.0,-0.34,LB,,,,,,,,,,,,,,,,,
INDIGO,,,,,,35.0,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,,,,,,,,,,,,,,,,,,5278.5,0.67,37227.0,12.0,0.03,0.74,5300.0,3211.0,1.0,669.0,14.0,-0.41,LB,,,,,,,,,,,,,,,,,
LAURUSLABS,,,,,,7.4,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,,,,,,,,,,,,,,,,,,1792.0,0.41,19406.0,46.0,0.24,0.85,1800.0,1816.0,-4.0,506.0,2.0,-0.44,LB,,,,,,,,,,,,,,,,,
JIOFIN,,,,,,0.96,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,,,,,,,,,,,,,,,,,,248.7,0.39,73927.0,56.0,0.08,0.6,250.0,4981.0,17.0,1923.0,1.0,-0.52,LB,,,,,,,,,,,,,,,,,
BPCL,,,,,,0.7,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,,,,,,,,,,,,,,,,,,318.2,0.22,20311.0,18.0,0.09,0.78,320.0,906.0,1.0,386.0,0.0,-0.56,LB,,,,,,,,,,,,,,,,,
SBILIFE,,,,,,7.2,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,,,,,,,,,,,,,,,,,,1888.8,0.38,17241.0,18.0,0.1,0.69,1900.0,533.0,-1.0,291.0,2.0,-0.59,LB,,,,,,,,,,,,,,,,,
MAXHEALTH,,,,,,3.6,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,,,,,,,,,,,,,,,,,,1133.0,0.32,18178.0,0.0,0.0,0.72,1140.0,548.0,-5.0,0.0,,-0.61,-,,,,,,,,,,,,,,,,,
OBEROIRLTY,,,,,,8.4,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,,,,,,,,,,,,,,,,,,1827.4,0.46,15648.0,-1.0,-0.01,0.53,1840.0,942.0,1.0,423.0,0.0,-0.68,SC,,,,,,,,,,,,,,,,,
LT,,,,,,21.1,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,,,,,,,,,,,,,,,,,,3972.1,0.53,68031.0,45.0,0.07,0.8,4000.0,7935.0,-189.0,2881.0,-12.0,-0.7,LB,,,,,,,,,,,,,,,,,
FORCEMOT,,,,,,173.0,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,,,,,,,,,,,,,,,,,,17867.0,0.98,11098.0,5.0,0.05,0.8,18000.0,1439.0,7.0,0.0,,-0.74,LB,,,,,,,,,,,,,,,,,
NYKAA,,,,,,2.9,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,,,,,,,,,,,,,,,,,,337.4,0.87,14064.0,54.0,0.39,0.62,340.0,336.0,-4.0,72.0,0.0,-0.76,LB,,,,,,,,,,,,,,,,,
BANKNIFTY,,,,,,230.4,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,,,,,,,,,,,,,,,,,,57525.0,0.4,70283.0,-639.0,-0.9,0.88,58000.0,71883.0,1035.0,43633.0,-114.0,-0.82,SC,,,,,,,,,,,,,,,,,
AUROPHARMA,,,,,,7.5,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,,,,,,,,,,,,,,,,,,1586.1,0.48,17931.0,15.0,0.08,0.65,1600.0,1266.0,14.0,204.0,0.0,-0.87,LB,,,,,,,,,,,,,,,,,
TATASTEEL,,,,,,0.46,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,,,,,,,,,,,,,,,,,,188.31,0.24,58494.0,525.0,0.91,0.79,190.0,4752.0,400.0,1593.0,23.0,-0.89,LB,,,,,,,,,,,,,,,,,
HDFCAMC,,,,,,23.7,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,,,,,,,,,,,,,,,,,,2576.6,0.93,20440.0,-8.0,-0.04,0.75,2600.0,1095.0,-3.0,566.0,2.0,-0.9,SC,,,,,,,,,,,,,,,,,
ICICIBANK,,,,,,8.2,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,,,,,,,,,,,,,,,,,,1436.7,0.57,151008.0,182.0,0.12,0.68,1450.0,3732.0,-63.0,1302.0,-5.0,-0.92,LB,,,,,,,,,,,,,,,,,
BAJFINANCE,,,,,,31.0,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,,,,,,,,,,,,,,,,,,1089.2,2.93,91313.0,1540.0,1.72,0.93,1100.0,3060.0,250.0,761.0,233.0,-0.98,LB,,,,,,,,,,,,,,,,,
NESTLEIND,,,,,,0.0,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,,,,,,,,,,,,,,,,,,1524.0,0.0,17787.0,60.0,0.34,0.53,1540.0,1277.0,-2.0,0.0,,-1.04,-,,,,,,,,,,,,,,,,,
BOSCHLTD,,,,,,115.0,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,,,,,,,,,,,,,,,,,,41555.0,0.28,8184.0,4.0,0.05,1.43,42000.0,351.0,4.0,0.0,,-1.06,LB,,,,,,,,,,,,,,,,,
SUPREMEIND,,,,,,-15.5,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,,,,,,,,,,,,,,,,,,3460.0,-0.45,12992.0,-2.0,-0.02,0.73,3500.0,984.0,-9.0,432.0,0.0,-1.14,LU,,,,,,,,,,,,,,,,,
ADANIENSOL,,,,,,17.1,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,,,,,,,,,,,,,,,,,,1679.9,1.03,28236.0,16.0,0.06,0.59,1700.0,1365.0,-5.0,564.0,-9.0,-1.18,LB,,,,,,,,,,,,,,,,,
ASIANPAINT,,,,,,9.7,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,,,,,,,,,,,,,,,,,,2766.9,0.35,30166.0,37.0,0.12,0.59,2800.0,3938.0,23.0,1120.0,-1.0,-1.18,LB,,,,,,,,,,,,,,,,,
BANKINDIA,,,,,,0.75,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,,,,,,,,,,,,,,,,,,138.34,0.55,18999.0,-1.0,-0.01,0.84,140.0,1494.0,4.0,0.0,,-1.19,SC,,,,,,,,,,,,,,,,,
PREMIERENE,,,,,,1.4,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,,,,,,,,,,,,,,,,,,988.0,0.14,12035.0,19.0,0.16,0.72,1000.0,743.0,1.0,284.0,2.0,-1.2,LB,,,,,,,,,,,,,,,,,
POWERGRID,,,,,,0.95,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,,,,,,,,,,,,,,,,,,286.4,0.33,22800.0,11.0,0.05,0.97,290.0,2020.0,44.0,969.0,0.0,-1.24,LB,,,,,,,,,,,,,,,,,
FEDERALBNK,,,,,,0.5,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,,,,,,,,,,,,,,,,,,355.35,0.14,34539.0,12.0,0.03,0.87,360.0,947.0,3.0,594.0,0.0,-1.29,LB,,,,,,,,,,,,,,,,,
ICICIPRULI,,,,,,1.45,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,,,,,,,,,,,,,,,,,,513.3,0.28,20290.0,7.0,0.03,0.7,520.0,704.0,1.0,0.0,,-1.29,LB,,,,,,,,,,,,,,,,,
